MPNN 0.001 128 1 0.4 False 94.29 $\pm$ 0.10 
MPNN 0.001 512 1 0.0 True 94.55 $\pm$ 0.25 
MPNN 0.001 64 1 0.1 False 94.34 $\pm$ 0.15 
MPNN 0.001 64 1 0.5 False 94.20 $\pm$ 0.17 
MPNN 0.001 128 1 0.1 False 94.29 $\pm$ 0.19 
MPNN 0.001 64 1 0.5 True 94.53 $\pm$ 0.09 
MPNN 0.001 64 1 0.1 True 94.60 $\pm$ 0.03 
MPNN 0.001 256 1 0.3 True 94.72 $\pm$ 0.11 
MPNN 0.001 128 1 0.0 True 94.68 $\pm$ 0.10 
MPNN 0.001 128 1 0.2 False 94.16 $\pm$ 0.25 
MPNN 0.001 256 1 0.1 True 94.68 $\pm$ 0.05 
MPNN 0.001 64 1 0.3 False 94.23 $\pm$ 0.19 
MPNN 0.001 128 1 0.3 False 94.17 $\pm$ 0.14 
MPNN 0.001 64 1 0.7 False 93.87 $\pm$ 0.19 
MPNN 0.001 256 1 0.2 True 94.68 $\pm$ 0.12 
MPNN 0.001 64 1 0.3 True 94.62 $\pm$ 0.02 
MPNN 0.001 256 1 0.1 False 94.36 $\pm$ 0.08 
MPNN 0.001 256 1 0.5 True 94.71 $\pm$ 0.05 
MPNN 0.001 256 1 0.6 True 94.74 $\pm$ 0.07 
MPNN 0.001 64 1 0.7 True 94.28 $\pm$ 0.03 
MPNN 0.001 64 2 0.3 False 93.42 $\pm$ 0.14 
MPNN 0.001 64 2 0.7 False 92.85 $\pm$ 0.32 
MPNN 0.001 256 1 0.0 False 94.27 $\pm$ 0.05 
MPNN 0.001 512 6 0.2 False 91.74 $\pm$ 0.41 
MPNN 0.001 128 1 0.1 True 94.65 $\pm$ 0.17 
MPNN 0.001 128 1 0.5 False 94.40 $\pm$ 0.02 
MPNN 0.001 512 6 0.5 True 92.99 $\pm$ 0.19 
MPNN 0.001 64 1 0.0 True 94.63 $\pm$ 0.03 
MPNN 0.001 64 2 0.7 True 93.87 $\pm$ 0.21 
MPNN 0.001 64 1 0.0 False 94.21 $\pm$ 0.18 
MPNN 0.001 64 2 0.3 True 94.13 $\pm$ 0.22 
MPNN 0.001 512 1 0.1 True 94.67 $\pm$ 0.07 
MPNN 0.001 128 1 0.3 True 94.66 $\pm$ 0.07 
MPNN 0.001 64 1 0.2 False 94.27 $\pm$ 0.05 
MPNN 0.001 64 1 0.5 False 94.20 $\pm$ 0.17 
MPNN 0.001 64 1 0.5 True 94.53 $\pm$ 0.09 
MPNN 0.001 64 1 0.2 True 94.49 $\pm$ 0.22 
MPNN 0.001 512 1 0.0 True 94.25 $\pm$ 0.27 
MPNN 0.001 64 1 0.4 False 94.19 $\pm$ 0.10 
MPNN 0.001 64 2 0.0 False 93.58 $\pm$ 0.43 
MPNN 0.001 128 1 0.2 True 94.65 $\pm$ 0.13 
MPNN 0.001 128 1 0.0 False 94.35 $\pm$ 0.23 
MPNN 0.001 64 1 0.4 True 94.52 $\pm$ 0.12 
MPNN 0.001 256 1 0.2 False 94.38 $\pm$ 0.03 
MPNN 0.001 64 2 0.4 False 93.44 $\pm$ 0.18 
MPNN 0.001 64 2 0.0 True 94.36 $\pm$ 0.09 
MPNN 0.001 128 1 0.0 True 94.69 $\pm$ 0.10 
MPNN 0.001 64 3 0.0 False 92.36 $\pm$ 0.14 
MPNN 0.001 256 1 0.3 False 94.46 $\pm$ 0.02 
MPNN 0.001 256 1 0.0 True 94.61 $\pm$ 0.22 
MPNN 0.001 128 1 0.4 True 94.49 $\pm$ 0.22 
MPNN 0.001 128 1 0.1 False 94.27 $\pm$ 0.17 
MPNN 0.001 128 1 0.5 False 94.42 $\pm$ 0.02 
MPNN 0.001 256 1 0.1 False 94.37 $\pm$ 0.08 
MPNN 0.001 64 1 0.1 True 94.60 $\pm$ 0.03 
MPNN 0.001 64 1 0.1 False 94.34 $\pm$ 0.15 
MPNN 0.001 128 1 0.5 True 94.60 $\pm$ 0.12 
MPNN 0.001 256 9 0.2 True 92.38 $\pm$ 0.08 
MPNN 0.001 128 1 0.2 False 94.19 $\pm$ 0.25 
MPNN 0.001 256 1 0.4 False 94.42 $\pm$ 0.04 
MPNN 0.001 64 3 0.0 True 94.09 $\pm$ 0.03 
MPNN 0.001 128 1 0.3 False 94.18 $\pm$ 0.16 
MPNN 0.001 64 2 0.4 True 94.13 $\pm$ 0.06 
MPNN 0.001 128 1 0.4 False 94.29 $\pm$ 0.10 
MPNN 0.001 64 1 0.3 False 94.23 $\pm$ 0.19 
MPNN 0.001 64 1 0.6 False 94.08 $\pm$ 0.08 
MPNN 0.001 64 1 0.6 True 94.30 $\pm$ 0.17 
MPNN 0.001 256 1 0.1 True 94.68 $\pm$ 0.05 
MPNN 0.001 64 1 0.3 True 94.62 $\pm$ 0.02 
MPNN 0.001 128 1 0.1 True 94.65 $\pm$ 0.17 
MPNN 0.001 64 1 0.5 False 94.20 $\pm$ 0.17 
MPNN 0.001 64 1 0.0 False 94.38 $\pm$ 0.05 
MPNN 0.001 64 1 0.0 True 94.63 $\pm$ 0.03 
MPNN 0.001 128 1 0.6 False 94.34 $\pm$ 0.19 
MPNN 0.001 256 1 0.4 True 94.72 $\pm$ 0.06 
MPNN 0.001 64 2 0.1 False 93.78 $\pm$ 0.10 
MPNN 0.001 64 1 0.5 True 94.53 $\pm$ 0.09 
MPNN 0.001 256 1 0.2 True 94.68 $\pm$ 0.12 
MPNN 0.001 512 1 0.2 True 94.59 $\pm$ 0.02 
MPNN 0.001 256 1 0.3 True 94.72 $\pm$ 0.11 
MPNN 0.001 64 2 0.5 False 93.31 $\pm$ 0.18 
MPNN 0.001 256 1 0.5 True 94.71 $\pm$ 0.05 
MPNN 0.001 128 1 0.2 True 94.65 $\pm$ 0.13 
MPNN 0.001 512 1 0.0 True 94.51 $\pm$ 0.02 
MPNN 0.001 256 1 0.7 True 94.86 $\pm$ 0.11 
MPNN 0.001 64 2 0.1 True 94.57 $\pm$ 0.17 
MPNN 0.001 64 1 0.2 False 94.28 $\pm$ 0.06 
MPNN 0.001 64 3 0.1 False 93.01 $\pm$ 0.37 
MPNN 0.001 128 1 0.0 False 94.34 $\pm$ 0.16 
MPNN 0.001 64 1 0.2 True 94.49 $\pm$ 0.22 
MPNN 0.001 512 1 0.2 True 94.61 $\pm$ 0.04 
MPNN 0.001 128 1 0.0 True 94.68 $\pm$ 0.10 
MPNN 0.001 256 1 0.0 True 94.73 $\pm$ 0.03 
MPNN 0.001 128 1 0.4 True 94.49 $\pm$ 0.22 
MPNN 0.001 64 1 0.4 False 94.19 $\pm$ 0.10 
MPNN 0.001 64 1 0.7 False 93.87 $\pm$ 0.19 
MPNN 0.001 128 1 0.1 False 94.29 $\pm$ 0.19 
MPNN 0.001 64 2 0.5 True 93.97 $\pm$ 0.32 
MPNN 0.001 64 1 0.7 True 94.29 $\pm$ 0.04 
MPNN 0.001 64 1 0.4 True 94.52 $\pm$ 0.12 
MPNN 0.001 512 1 0.3 True 94.60 $\pm$ 0.05 
MPNN 0.001 64 3 0.1 True 94.02 $\pm$ 0.17 
MPNN 0.001 512 6 0.6 True 92.91 $\pm$ 0.24 
MPNN 0.001 64 1 0.1 False 94.34 $\pm$ 0.15 
MPNN 0.001 64 1 0.5 False 94.20 $\pm$ 0.17 
MPNN 0.001 512 1 0.3 True 94.58 $\pm$ 0.10 
MPNN 0.001 64 1 0.1 True 94.60 $\pm$ 0.03 
MPNN 0.001 256 1 0.2 False 94.34 $\pm$ 0.08 
MPNN 0.001 128 1 0.2 False 94.17 $\pm$ 0.24 
MPNN 0.001 64 1 0.5 True 94.53 $\pm$ 0.09 
MPNN 0.001 128 1 0.1 True 94.65 $\pm$ 0.17 
MPNN 0.001 128 1 0.5 False 94.41 $\pm$ 0.03 
MPNN 0.001 64 2 0.2 False 93.35 $\pm$ 0.29 
MPNN 0.001 256 1 0.0 False 94.30 $\pm$ 0.12 
MPNN 0.001 128 1 0.5 True 94.60 $\pm$ 0.12 
MPNN 0.001 64 1 0.0 False 94.24 $\pm$ 0.13 
MPNN 0.001 256 1 0.1 False 94.37 $\pm$ 0.09 
MPNN 0.001 128 1 0.3 False 94.14 $\pm$ 0.12 
MPNN 0.001 64 2 0.5 False 93.31 $\pm$ 0.15 
MPNN 0.001 64 15 0.5 False 90.62 $\pm$ 0.26 
MPNN 0.001 64 1 0.0 True 94.63 $\pm$ 0.03 
MPNN 0.001 128 1 0.4 False 94.29 $\pm$ 0.10 
MPNN 0.001 64 1 0.3 False 94.23 $\pm$ 0.19 
MPNN 0.001 128 1 0.5 False 94.41 $\pm$ 0.03 
MPNN 0.001 128 1 0.5 True 94.60 $\pm$ 0.12 
MPNN 0.001 64 2 0.2 True 94.57 $\pm$ 0.03 
MPNN 0.001 256 1 0.1 True 94.68 $\pm$ 0.05 
MPNN 0.001 64 1 0.3 True 94.62 $\pm$ 0.02 
MPNN 0.001 256 9 0.3 False 91.46 $\pm$ 0.36 
MPNN 0.001 64 3 0.2 False 93.15 $\pm$ 0.28 
MPNN 0.001 512 1 0.3 True 94.68 $\pm$ 0.10 
MPNN 0.001 64 1 0.5 False 94.22 $\pm$ 0.20 
MPNN 0.001 128 1 0.7 False 94.29 $\pm$ 0.14 
MPNN 0.001 64 2 0.0 False 93.44 $\pm$ 0.32 
MPNN 0.001 512 1 0.3 True 94.47 $\pm$ 0.32 
MPNN 0.001 128 1 0.0 False 94.33 $\pm$ 0.19 
MPNN 0.001 64 1 0.5 True 94.53 $\pm$ 0.09 
MPNN 0.001 128 1 0.0 True 94.69 $\pm$ 0.10 
MPNN 0.001 256 1 0.1 False 94.37 $\pm$ 0.07 
MPNN 0.001 128 1 0.3 True 94.66 $\pm$ 0.07 
MPNN 0.001 64 2 0.0 True 94.35 $\pm$ 0.14 
MPNN 0.001 64 2 0.5 True 93.87 $\pm$ 0.27 
MPNN 0.001 64 1 0.2 False 94.27 $\pm$ 0.06 
MPNN 0.001 64 1 0.6 False 94.08 $\pm$ 0.08 
MPNN 0.001 128 1 0.4 True 94.49 $\pm$ 0.22 
MPNN 0.001 64 1 0.2 True 94.49 $\pm$ 0.22 
MPNN 0.001 256 1 0.0 True 94.74 $\pm$ 0.03 
MPNN 0.001 256 1 0.3 False 94.44 $\pm$ 0.03 
MPNN 0.001 256 1 0.2 True 94.51 $\pm$ 0.19 
MPNN 0.001 64 3 0.2 True 94.06 $\pm$ 0.17 
MPNN 0.001 256 1 0.5 True 94.71 $\pm$ 0.05 
MPNN 0.001 64 1 0.6 True 94.30 $\pm$ 0.17 
MPNN 0.001 256 1 0.0 False 94.27 $\pm$ 0.11 
MPNN 0.001 128 1 0.1 False 94.29 $\pm$ 0.19 
MPNN 0.001 128 1 0.2 True 94.65 $\pm$ 0.13 
MPNN 0.001 256 1 0.3 True 94.72 $\pm$ 0.11 
MPNN 0.001 64 2 0.3 False 93.61 $\pm$ 0.50 
MPNN 0.001 64 1 0.1 False 94.34 $\pm$ 0.15 
MPNN 0.001 256 1 0.4 True 94.72 $\pm$ 0.06 
MPNN 0.001 256 9 0.3 True 92.49 $\pm$ 0.13 
MPNN 0.001 64 1 0.1 True 94.60 $\pm$ 0.03 
MPNN 0.001 128 1 0.0 True 94.68 $\pm$ 0.10 
MPNN 0.001 64 1 0.4 False 94.19 $\pm$ 0.10 
MPNN 0.001 64 2 0.6 False 93.35 $\pm$ 0.08 
MPNN 0.001 512 1 0.0 True 94.54 $\pm$ 0.08 
MPNN 0.001 256 1 0.6 True 94.74 $\pm$ 0.07 
MPNN 0.001 256 2 0.0 True 94.46 $\pm$ 0.25 
MPNN 0.001 256 1 0.3 False 94.46 $\pm$ 0.02 
MPNN 0.001 128 1 0.2 False 94.19 $\pm$ 0.25 
MPNN 0.001 64 2 0.3 True 94.27 $\pm$ 0.02 
MPNN 0.001 64 1 0.4 True 94.52 $\pm$ 0.12 
MPNN 0.001 64 1 0.0 False 94.26 $\pm$ 0.16 
MPNN 0.001 128 1 0.3 True 94.66 $\pm$ 0.07 
MPNN 0.001 256 1 0.1 False 94.34 $\pm$ 0.10 
MPNN 0.001 64 1 0.0 True 94.63 $\pm$ 0.03 
MPNN 0.001 64 1 0.5 False 94.20 $\pm$ 0.17 
MPNN 0.001 512 6 0.3 False 92.36 $\pm$ 0.25 
MPNN 0.001 64 3 0.3 False 93.36 $\pm$ 0.11 
MPNN 0.001 256 1 0.1 True 94.68 $\pm$ 0.05 
MPNN 0.001 512 1 0.5 True 94.66 $\pm$ 0.08 
MPNN 0.001 128 1 0.3 False 94.14 $\pm$ 0.12 
MPNN 0.001 64 2 0.1 False 93.84 $\pm$ 0.19 
MPNN 0.001 512 6 0.7 True 92.83 $\pm$ 0.22 
MPNN 0.001 128 1 0.5 False 94.41 $\pm$ 0.00 
MPNN 0.001 64 1 0.5 True 94.53 $\pm$ 0.09 
MPNN 0.001 128 1 0.1 True 94.65 $\pm$ 0.17 
MPNN 0.001 128 1 0.6 True 94.53 $\pm$ 0.18 
